"SampleNum","BAUTONOMY1_SEXM","BAUTONOMY2_SEXM","BAUTONOMY1_SEXF","BAUTONOMY2_SEXF","HABIT_UPDATE_MEAN","HABIT_UPDATE_SD","DESCRIPTIVE_CALC_N","DESCRIPTIVE_TRANS_N","BIAS_FACTOR","BETA_ATTITUDE","BETA_NORM","BETA_PBC","BETA_RESTRAINT","BETA_EMOTIONAL","BETA_PD","BETA_HFSSBMIVAL","BETA_BMIVALPD","BETA_BMIVALEMO","BETA_INTERVENTIONEFFECT","BETA_INTERVENTIONSCALE","ALPHA_ATTITUDE","ALPHA_PD","ALPHA_BMI"
1,0.927993390150368,1.31784722909797,0.492428053636104,2.012283755932,46.866211556294,53.2799034186949,62.0083792787045,47.1947057824582,0.600681619307337,0.159106152139915,0.346175579276557,0.50518306211258,0.186599153458762,0.821551759494469,0.773596332602513,0.65713335632657,0.232717881382753,0.337745433944898,0.241195541371902,0.725351101967196,0.864395178210301,0.382074243940103,0.385446463587383
2,1.2252835387364,0.682470968877897,2.47309754271992,0.629655175749212,62.0665829134639,46.5075021882852,67.8584038428962,69.4305446138605,0.567537718568929,0.242395805932271,0.692067645334949,0.499320985803691,0.744551984073284,0.56998097160055,0.579132973433783,0.341931979645354,0.687265257995265,0.322576032516857,0.270173148756536,0.767414770756538,0.31697663430435,0.630753242930708,0.742945062958946
3,1.66381371428724,1.71380061237141,1.40522816362791,2.22672984255478,40.2791748007759,43.112466845351,57.1768080377951,70.3397652432323,0.501031830968956,0.786194412138624,0.392338829658305,0.853137560848457,0.956291344435886,0.709010725701228,0.720066026117032,0.314826691724981,0.418759677233174,0.864539895998314,0.305186194895456,0.73700321491342,0.221861412446015,0.866660049821561,0.570082497736439
4,2.02243467597291,0.855886110663414,0.52723691125866,1.95155864423141,78.1628457320156,27.3909073006362,52.1046707485802,80.8291201102547,0.805916937813163,0.620561487491553,0.436524645697015,0.221402715425938,0.803228527563624,0.471871779750412,0.882852849379803,0.751760439403976,0.890507254695209,0.617080824659206,0.75842872026066,0.164574278596168,0.0102385765096794,0.517563956378338,0.443462081695907
5,2.19279074594378,0.445865653152578,2.25213970555924,0.155049434909597,74.0015284710098,47.7500991268704,61.3283343971707,42.985999615863,0.552396725917545,0.122952706149469,0.167917520863314,0.13767463886179,0.541811316669919,0.96228313575654,0.298786929079021,0.733207947124417,0.707106611505151,0.295481184870005,0.378628898908695,0.199392686295323,0.145244015334174,0.145170281229851,0.36439650033135
6,1.83406123206951,1.08537868522108,1.54874114135746,0.815772715606727,98.2906075599371,33.1137611971547,47.1916420306079,86.9726320374757,0.703854508488439,0.700200038542971,0.602968706772663,0.317996286437847,0.72611439061972,0.457847371712948,0.307307654231166,0.275837142881937,0.523552888895695,0.506778530256512,0.106359615782276,0.61802257009161,0.44439167365587,0.218497021333314,0.400850345372843
7,2.73369115483947,2.54827609376516,0.151520169060677,0.44099456332624,65.9601651172154,24.5954847773537,34.106570769567,52.1834562467411,0.255543302216878,0.307197224162519,0.332867981842719,0.196272021679518,0.328590630157851,0.245923187327571,0.412796160454551,0.192670094346007,0.00263343763072044,0.559497160278261,0.614278346688176,0.499185880995356,0.188680717504273,0.442312204566163,0.657658259314485
8,0.769565389771014,0.389463896956295,2.14465700569563,2.89872573853936,94.3983643298037,53.72807266439,41.5868842056952,65.5993644176051,0.883053719516223,0.645358641344744,0.707012899414015,0.9566249659673,0.284640220886407,0.687839726436262,0.205832144517141,0.0149588380940258,0.614281180803664,0.7807359499624,0.499346046654197,0.220173290690097,0.670151728515824,0.902057115818995,0.838993649037244
9,0.117587155057117,0.923893302911893,0.65123393649701,1.31069223708473,59.9965552985435,34.6633960843707,76.0055085802451,44.1105242595077,0.0608291036138932,0.680002280759315,0.771291146124713,0.445123306506624,0.797973887071324,0.330342596660679,0.922263463966859,0.826354920421727,0.0618101676615576,0.592860456556082,0.00850791244301945,0.556190324574709,0.595027486087444,0.244565025189271,0.708901920751668
10,1.97930953085888,2.33967415515799,2.55030100564472,1.25886061878409,89.6286377306096,37.8033785189812,88.1753289857879,74.680288716685,0.482255601665626,0.738132869739396,0.517165620788001,0.344910578484026,0.523923465314632,0.791569254081696,0.944204652883733,0.910924626436705,0.446855701288829,0.645770081481896,0.348384948517196,0.0358518188896899,0.916156759082029,0.698114954556028,0.543558178306557
11,1.19898104697932,1.58881141569,2.00283767445944,0.0271697531221434,66.5545921533834,59.2758574752758,82.6947682248428,76.986792629119,0.414539735849636,0.374310175469145,0.0286725724736849,0.539741774469924,0.0550494910295432,0.521277178800665,0.0687516020766149,0.887698153903087,0.979690756089985,0.245797226252034,0.994878807811377,0.335359195061028,0.620957786093156,0.808344690951829,0.667002003841723
12,1.52901246554684,0.513756205467507,1.33151816243771,0.317347126081586,69.2362811990781,48.0509632496784,39.8960062097758,57.7408048985526,0.222161018607828,0.02339237096409,0.765616954552631,0.989121014314393,0.075126023683697,0.616396136263696,0.243988684859748,0.491196398274042,0.638716099597514,0.172224126810518,0.228113738362057,0.869768348964863,0.646263426433628,0.283763566271712,0.195944995673684
13,0.416085932031274,1.65128701599315,0.0499687566189095,1.68863607598469,51.7573536720593,23.8340588373442,33.2118401154876,50.5276255030185,0.146518090049115,0.893794867660229,0.222288046451285,0.815708223986439,0.660374395510492,0.207036202734647,0.651798915327527,0.55664697799366,0.341959404184793,0.940931813154991,0.823975206158745,0.994903879441942,0.492227584992846,0.656753302295692,0.151039000344463
14,2.82737554735504,2.83049791352823,2.69206082476303,0.267102153133601,85.9620464249281,37.2407496937861,68.9908696827479,38.744745454751,0.668323199823499,0.448519834526815,0.991947823987963,0.102618047758006,0.897729760951673,0.564357569022104,0.029001851620463,0.854914437870805,0.90174909249569,0.745940057584085,0.78105529298385,0.82373958271152,0.377168899324412,0.177918420933808,0.965989673758546
15,0.597431197296828,2.26129073014017,0.34841916654259,2.77420464281458,57.6034173761029,42.0906752279649,72.1053783586249,83.9680050481111,0.361026820129094,0.552345936504814,0.280983378792492,0.572438915112677,0.0187193580204621,0.377987047680654,0.605270347860642,0.12989461851151,0.329379840854866,0.808271597667287,0.529483869555406,0.31302831757348,0.542790586866128,0.599838456651196,0.813500364186863
16,1.04841786215547,1.86600945836399,2.81813508337364,1.53458309180569,88.46579233089,31.2504234065612,49.1030167145655,61.34410540713,0.0176625088943789,0.268815701175481,0.666123104809473,0.867604578860725,0.902411301697915,0.743307735941683,0.133711750409566,0.144587326593076,0.107926939008757,0.378635197148348,0.686763558117673,0.597832698832887,0.770673770092738,0.0920306171445797,0.88945855346974
17,2.63850090235937,1.43856058716774,1.22180570387281,2.11288566705771,41.9521814195439,35.7996749794111,36.9237927370705,31.3580533456989,0.448347527285417,0.090276408335194,0.585453169195292,0.0806886666842426,0.123691904149018,0.640859239501879,0.817294913662287,0.0476646421321978,0.793895098450594,0.468971096196522,0.553985078516416,0.676015192301323,0.279697507480159,0.474248576598863,0.018342852871865
18,0.0623330762377009,1.13463912091684,2.39682248339523,2.90938800934236,79.7979775815737,39.3516198989625,55.6210309085436,40.9104975662194,0.9356607885488,0.348081498344739,0.848706420549812,0.75461398109328,0.589082507013033,0.425396446472344,0.759036673931405,0.679302672094976,0.472426614165306,0.708238298593399,0.439200956467539,0.94717417480424,0.826334626747606,0.326678995663921,0.268777306742656
19,0.804698500898667,2.19890761163551,1.96256556392182,2.51851721855346,70.9510417326819,57.433054539375,58.1734701381065,84.8581814095378,0.663205707857075,0.960078909457661,0.0925825977309917,0.665201775838311,0.497636739412944,0.0291544729688515,0.106479434831999,0.582400885216581,0.569791675855716,0.0819705928132559,0.723746528701546,0.29644582613837,0.0391734691491971,0.127925709076226,0.918708194551679
20,2.36034500391688,2.78693506552372,0.245964718889445,0.921392029710114,49.7669408219168,25.9750035141284,85.5578800258227,33.9139558924362,0.79075298421861,0.847354407957755,0.0517592708192145,0.611442932424446,0.668743390822783,0.155210775020532,0.192810492652158,0.462852923284906,0.952506467909552,0.977875278044182,0.581580095676084,0.00993443300637106,0.72917798498335,0.882283732690848,0.05619076230408
21,0.631259236019105,2.92772309938446,0.770416353293695,1.48265046244487,100.542970417114,30.474216792422,79.2770915720612,63.0336786922999,0.0987795746186748,0.0499169749518236,0.415572298341431,0.252299249218777,0.435619063776297,0.18562162181673,0.433571500680409,0.428776289142358,0.23661148105748,0.0208386231601859,0.181870204629377,0.501717326774572,0.346676038190102,0.348308081210901,0.261787581901687
22,0.389509826293215,2.01040422846563,2.90696736210957,2.65172191588208,96.968031489593,50.6912816623226,30.2601052359678,73.9428852088749,0.287983238060648,0.413859120213116,0.248512558685616,0.393015010010762,0.263535505463369,0.975919956698393,0.508508644563456,0.247624119759227,0.373802187053176,0.112357870186679,0.905471100883248,0.928901721878598,0.0687252566916868,0.533732315688394,0.305539994508338
23,2.56114747619722,0.261985585116781,1.84880801623221,2.48583427723497,64.0933191099437,22.0602798663701,75.657667777501,67.2553181257099,0.327594816156973,0.575265714394239,0.907622702994073,0.788292885595001,0.139851700297246,0.0843295678962022,0.973816860211082,0.797777091859219,0.541331644775346,0.207090442053353,0.134617079685753,0.864250590178805,0.956050089459556,0.740096393988157,0.783420079876669
24,2.90032621170394,2.62120467168279,1.70501011365559,0.756333173252642,83.2263039621525,49.4905521376058,44.7860527168959,34.3874681703746,0.986414695469042,0.494198452588171,0.829194248793647,0.42735237897529,0.369910135554771,0.929708510978768,0.344706240335169,0.381325523330209,0.194571228170147,0.673441708429406,0.0494867220365753,0.460067549076242,0.524036415518882,0.939588348645096,0.611395454321367
25,1.42792934703175,0.0204613071400672,1.6050787657965,1.08951752367429,44.7184890165925,56.4681894518435,70.7099546869285,59.7682804055512,0.131355245077672,0.990584476299894,0.155381317754897,0.72087675225921,0.221217169884282,0.296146965073422,0.692901451163925,0.219138708640821,0.288438988267444,0.425587615580298,0.0854028799881538,0.11117992886963,0.760690160344044,0.798894525125312,0.0788610111999636
26,1.74802880408242,0.754357644915581,1.11736465850845,1.88273244318552,82.3086380916182,20.7707996061072,81.4951666807756,78.9648305457085,0.931144178107691,0.516947096361158,0.482536334288307,0.0602065824825938,0.865688909046973,0.0436666203895584,0.064941474267592,0.620444858283736,0.844067399273627,0.922519500460476,0.855315649781066,0.403596363364098,0.898648861857752,0.732209158595651,0.985752512460264
27,2.40370560607407,1.92346585269552,1.05550363163929,2.30035297502764,92.2200530456845,44.8028241492187,43.6740467846394,55.4965665335767,0.170881733942466,0.832864853786305,0.947257450199686,0.678592439865073,0.347724169019299,0.132205410503472,0.367896098977265,0.0895095481459672,0.0807881326725086,0.867696023212435,0.636393814533949,0.0787760793774699,0.106002825692606,0.0188578615741183,0.206002034192594
28,0.227388125215657,0.154034087900072,0.903596061537974,1.72817436563782,55.1622972077457,55.5867827624703,87.9125200617127,49.4806860289536,0.835766442399472,0.193801114762512,0.122228355069334,0.281803061789833,0.972636381497917,0.873983550514094,0.492590303742327,0.993722472572699,0.819950473657809,0.152407230902463,0.405967680209627,0.256317168031819,0.253425713791512,0.979714163912771,0.469821822969243
29,1.38390132414643,1.2347843948286,2.73748150442261,1.12851841466036,75.0614876416046,28.0107503275697,51.9697393630631,36.2993615590967,0.37602184379939,0.916445437259972,0.888299036150177,0.00932826338491092,0.426508706746002,0.354295435656483,0.534012936404906,0.962876406769889,0.159586642372111,0.0659290890519818,0.959916735215423,0.381878187553957,0.998381786195872,0.41693085594258,0.107487145089544
30,2.21793601976242,2.42425343445502,0.851377774099819,0.584324411349371,48.8921066169161,40.4394846539944,64.1463555525988,89.5099523947574,0.734829395675721,0.219165058985042,0.564134403535475,0.911256646465821,0.602074562579704,0.863235352087455,0.851929653986978,0.510136907004441,0.756927523754227,0.434793102601543,0.870596366453295,0.641624796072332,0.408225883333944,0.0489359429261337,0.50382318389602
